#SampleID	Station	OLD_DATE_TIME	OldDepth	qPCR ct	CollectionAgency	sequencing_ID	TrimCount	TotalDepth	PctTotalDepth	WaterColumnPosition	cruise_id	SampleDate	Depth	PHEO	TN	TP	CHLA	DOP	DON	NH4F	NO2F	NO3F	PC	PO4F	DO	PH	SALINITY	WTEMP	LinearTime	DayLength	FallPeak	SpringPeak	Discharge_Rappahannock-instant	Discharge_Rappahannock-15	Discharge_Rappahannock-30	Discharge_Rappahannock-60	Discharge_Potomac-instant	Discharge_Potomac-15	Discharge_Potomac-30	Discharge_Potomac-60	Discharge_Susquehanna-instant	Discharge_Susquehanna-15	Discharge_Susquehanna-30	Discharge_Susquehanna-60	interpolated_CHLA-instant	interpolated_CHLA-15	interpolated_CHLA-30	interpolated_CHLA-60	measurement_PAR-instant	measurement_PAR-15	measurement_PAR-30	measurement_PAR-60	WIND_RATIO_BWI-instant	WIND_RATIO_BWI-15	WIND_RATIO_BWI-30	WIND_RATIO_BWI-60	PRECIP24HR_BWI-instant	PRECIP24HR_BWI-15	PRECIP24HR_BWI-30	PRECIP24HR_BWI-60	Discharge_Sum-instant	Discharge_Sum-15	Discharge_Sum-30	Discharge_Sum-60	Latitude	Longitude
SB060517TAWCSCB44D5BR1TR1I353	CB4.4	6/5/17	1		DNR	e_15_1	165290	32	0.036458333	upper	20	6/6/17 0:00	1.166666667	1.709	0.649	0.0358	14.952	0.0076	0.2851	0.005	0.0031	0.0368	1.86	0.0028	10.3	8.6	9.673333333	22.6	1.459105784	0.96717061	-0.254127943	0.254127943	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	38.41457	-76.34565
SB060517TAWCSCB44D31BR1TR1I363	CB4.4	6/5/17	31		DNR	e_15_1	115555	32	0.875	lower	20	6/6/17 0:00	28	2.334	0.621	0.0328	1.831	0.012	0.3105	0.177	0.005	0.0175	0.636	0.0062	2.225	7.3	19.345	18.5	1.459105784	0.96717061	-0.254127943	0.254127943	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	38.41457	-76.34565
SB060517TAWCSCB53D5BR1TR1I352	CB5.3	6/5/17	1		DNR	e_15_1	86490	27	0.043209877	upper	20	6/6/17 0:00	1.166666667	0.915	0.552	0.0223	10.833	0.005	0.227	0.007	0.0007	0.0555	1.33	0.0021	8.9	8.4	10.32333333	22.3	1.458702435	0.966523465	-0.256578238	0.256578238	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.91011	-76.17137
SB060517TAWCSCB53D25BR2TR1I367	CB5.3	6/5/17	25		DNR	e_15_1	68252	27	0.87962963	lower	20	6/6/17 0:00	23.75	1.175	0.4973	0.0282	1.068	0.0148	0.3072	0.073	0.0027	0.0171	0.5	0.0047	3.625	7.5	21.3925	19.475	1.458702435	0.966523465	-0.256578238	0.256578238	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.91011	-76.17137
SB060517TAWCSCB54D25BR1TR1I368	CB5.4	6/5/17	1		ODU	e_15_1	83809	32	0.046875	upper	20	6/6/17 0:00	1.5	0.332	0.4642	0.0252	11.0004	0.0052	0.23	0.0038	0.0003	0.0002	1.55085	0.0021	9.63	8.575	11.605	22.908	1.459035388	0.967058112	-0.254555706	0.254555706	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.80013	-76.17466
SB060517TAWCSCB54D25BR1TR1I377	CB5.4	6/5/17	25		ODU	e_15_1	464363	32	0.859375	lower	20	6/6/17 0:00	27.5	1.18548	0.2747	0.0215	2.0292	0.0062	0.16	0.0275	0.0006	0.0013	0.40895	0.0034	3.9575	7.71375	21.79375	19.741	1.459035388	0.967058112	-0.254555706	0.254555706	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.80013	-76.17466
SB060517TAWCSCB61D11BR1TR1I370	CB6.1	6/5/17	1		ODU	e_15_1	145231	12	0.125	upper	20	6/6/17 0:00	1.5	0.332	0.4051	0.0206	7.1556	0.00665	0.21	0.0038	0.0002	0.0002	1.17181	0.0009	8.985	8.345	14.57	22.7415	1.458828006	0.9667256	-0.255815586	0.255815586	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.58847	-76.16216
SB060517TAWCSCB61D11BR1TR1I379	CB6.1	6/5/17	11		ODU	e_15_1	551660	12	0.833333333	lower	20	6/6/17 0:00	10	0.66216	0.298	0.0167	1.6554	0.00495	0.1808	0.0458	0.0012	0.0042	0.353565	0.002	3.86	7.613333333	19.89333333	20.178	1.458828006	0.9667256	-0.255815586	0.255815586	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.58847	-76.16216
SB060517TAWCSCB62D9BR1TR1I371	CB6.2	6/5/17	1		ODU	e_15_1	119135	10	0.15	upper	20	6/6/17 0:00	1.5	0.332	0.41	0.0189	6.6216	0.0044	0.22335	0.0038	0.0003	0	1.07024	0.002	9.125	8.33	14.025	22.595	1.458630137	0.966406811	-0.257017268	0.257017268	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.4868	-76.15633
SB060517TAWCSCB62D9BR1TR1I380	CB6.2	6/5/17	9		ODU	e_15_1	168853	10	0.85	lower	20	6/6/17 0:00	8.5	0.5874	0.33035	0.02245	3.026	0.0056	0.2	0.01645	0.00075	0.0011	0.618355	0.0013	4.21	7.625	20.7	20.4325	1.458630137	0.966406811	-0.257017268	0.257017268	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.4868	-76.15633
SB060517TAWCSCB63D10BR1TR1I372	CB6.3	6/5/17	1		ODU	e_15_1	111249	11	0.136363636	upper	20	6/6/17 0:00	1.5	0.332	0.3602	0.019	6.1944	0.006	0.21	0.0038	0.0002	0.0002	1.02549	0.0009	8.98	8.25	14.525	22.5555	1.458550228	0.966277646	-0.25750245	0.25750245	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.41153	-76.15966
SB060517TAWCSCB63D10BR1TR1I381	CB6.3	6/5/17	10		ODU	e_15_1	175166	11	0.863636364	lower	20	6/6/17 0:00	9.5	1.26024	0.3262	0.0261	2.7768	0.0056	0.18	0.0322	0.00085	0.00105	0.62341	0.00195	4.16	7.58	21.675	20.504	1.458550228	0.966277646	-0.25750245	0.25750245	1772.083333	69065.3125	125171.0417	198329.3333	9623.645833	291999.5439	719339.1272	1195126.523	39856.25	618510.4167	1710626.507	4066432.757	13.42394788	228.7677461	497.8692438	1167.744177	56.86817932	582.8383074	1134.920527	2335.873606	9.885057471	55.41614165	102.326886	182.8666737	0.42	7.49	12.72	23.72	51251.97917	979575.273	2555136.676	5459888.613	37.41153	-76.15966
SB060517TAWCSCB71D20BR1TR1I374	CB7.1	6/5/17	1		ODU	e_15_1	82243	17	0.088235294	upper	20	6/7/17 0:00	1.5	0.332			4.9128	0.004925	0.22	0.0038	0.0004	0.0004	0.84034	0.0009	7.94	8.355	16.02	22.2505	1.461101598	0.970281264	-0.241979891	0.241979891	1709.166667	68708.64583	121801.25	197062.25	8571.041667	290559.2314	673058.0855	1176920.481	38193.75	628945.8333	1575947.917	3929251.507	13.3406367	224.635779	495.2066968	1164.542304		567.331625	1134.920527	2284.812418	11.61494253	64.82275085	111.0914884	190.2307572	0	7.02	12.72	23.72	48473.95833	988213.7105	2370807.252	5303234.238	37.68346	-75.98966
SB060517TAWCSCB71D20BR1TR1I383	CB7.1	6/5/17	20		ODU	e_15_1	125552	17	0.852941176	lower	20	6/7/17 0:00	14.5	1.61268	0.3353	0.0236	2.3496	0.0066	0.2094	0.0182	0.0009	0.0018	0.58626	0.0022	4.255	7.785	21.2175	20.3665	1.461101598	0.970281264	-0.241979891	0.241979891	1709.166667	68708.64583	121801.25	197062.25	8571.041667	290559.2314	673058.0855	1176920.481	38193.75	628945.8333	1575947.917	3929251.507	13.3406367	224.635779	495.2066968	1164.542304		567.331625	1134.920527	2284.812418	11.61494253	64.82275085	111.0914884	190.2307572	0	7.02	12.72	23.72	48473.95833	988213.7105	2370807.252	5303234.238	37.68346	-75.98966
SB060517TAWCSCB73D12BR1TR1I376	CB7.3	6/5/17	1		ODU	e_15_1	98672	13	0.115384615	upper	20	6/14/17 0:00	1.5	0.332	0.3594	0.0197	3.4176	0.005	0.2087	0.0038	0.0003	0	0.97835	0.0009	8.16	8.14	18.18	24.576	1.480650685	0.992618818	-0.121276061	0.121276061	934.5416667	34095.5625	96341.39583	195533.75	4980.729167	171867.6042	486658.0855	1110991.315	28245.83333	739393.75	1265268.75	3517780.674	14.55647169	208.1417191	465.760603	1088.841524		622.6222343	1233.861747	2237.542822	7.465811966	104.7775266	137.5573339	209.4440569	0	1.86	8.67	23.72	34161.10417	945356.9167	1848268.231	4824305.738	37.11681	-76.12521
SB060517TAWCSCB73D12BR1TR1I385	CB7.3	6/5/17	12		ODU	e_15_1	30299	13	0.846153846	lower	20	6/14/17 0:00	11	0.77964	0.2003	0.023	2.136	0.0067	0.12	0.0046	0.0004	0.0003	0.41511	0.0066	6.26	7.866666667	29.48	19.04	1.480650685	0.992618818	-0.121276061	0.121276061	934.5416667	34095.5625	96341.39583	195533.75	4980.729167	171867.6042	486658.0855	1110991.315	28245.83333	739393.75	1265268.75	3517780.674	14.55647169	208.1417191	465.760603	1088.841524		622.6222343	1233.861747	2237.542822	7.465811966	104.7775266	137.5573339	209.4440569	0	1.86	8.67	23.72	34161.10417	945356.9167	1848268.231	4824305.738	37.11681	-76.12521
SB071017TAWCSCB33CD5BR1TR1I388	CB3.3C	7/10/17	1		DNR	e_15_1	79508	25.5	0.045751634	upper	22	7/11/17 0:00	1.166666667	4.678	0.718	0.0531	17.302	0.0127	0.3237	0.005	0.0007	0.0008	2.2	0.0042	7.633333333	8.166666667	7.493333333	26.83333333	1.55504376	0.940787598	0.338996602	-0.338996602	511.4270833	13499.61167	29437.52833	142963.7783	5678.854167	84869.6875	170012.6667	762231.3772	16672.91667	320664.5833	812852.0833	2163414.583	12.78259794	222.6867174	469.9818318	948.2592572		612.0406227	1253.820141	2422.429935	3.389189189	142.8339003	462.3199663	591.7827262	0.01	7.41	11.23	22.27	22863.19792	419033.8825	1012302.278	3068609.739	38.99596	-76.35967
SB071017TAWCSCB33CD24BR1TR1I393	CB3.3C	7/10/17	24		DNR	e_15_1	189702	25.5	0.862745098	lower	22	7/11/17 0:00	22	2.125	0.75925	0.10175	1.3885	0.011475	0.3662	0.2765	0.0007	0.001775	0.66575	0.067175	0.384	7.16	13.156	22.88	1.55504376	0.940787598	0.338996602	-0.338996602	511.4270833	13499.61167	29437.52833	142963.7783	5678.854167	84869.6875	170012.6667	762231.3772	16672.91667	320664.5833	812852.0833	2163414.583	12.78259794	222.6867174	469.9818318	948.2592572		612.0406227	1253.820141	2422.429935	3.389189189	142.8339003	462.3199663	591.7827262	0.01	7.41	11.23	22.27	22863.19792	419033.8825	1012302.278	3068609.739	38.99596	-76.35967
SB071017TAWCSCB44D5BR1TR1I387	CB4.4	7/10/17	1		DNR	e_15_1	128829	32	0.036458333	upper	22	7/10/17 0:00	1.166666667	2.79	0.748	0.044	14.685	0.0093	0.3577	0.011	0.0007	0.0008	2.24	0.0031	9.466666667	8.4	10.95	27.36666667	1.552012938	0.947072213	0.321020598	-0.321020598	650.7789474	13626.6325	30172.35125	147015.9971	7192.604167	86093.75	170732.25	780511.898	20389.58333	336702.0833	845618.75	2224235.417	12.5032783	228.2174381	471.0035866	953.4450573	60.22306442	673.6272697	1316.945869	2440.154334	3.551351351	143.9207277	466.7641104	593.505782	0.02	7.4	11.22	23.94	28232.96645	436422.4658	1046523.351	3151763.312	38.41457	-76.34565
SB071017TAWCSCB44D31BR1TR1I397	CB4.4	7/10/17	31		DNR	e_15_1	107572	32	0.875	lower	22	7/10/17 0:00	28	1.303	0.6331	0.0548	0.641	0.0104	0.3757	0.158	0.0188	0.0075	0.448	0.0324	1.325	7.4	19.7125	24.6	1.552012938	0.947072213	0.321020598	-0.321020598	650.7789474	13626.6325	30172.35125	147015.9971	7192.604167	86093.75	170732.25	780511.898	20389.58333	336702.0833	845618.75	2224235.417	12.5032783	228.2174381	471.0035866	953.4450573	60.22306442	673.6272697	1316.945869	2440.154334	3.551351351	143.9207277	466.7641104	593.505782	0.02	7.4	11.22	23.94	28232.96645	436422.4658	1046523.351	3151763.312	38.41457	-76.34565
SB071017TAWCSCB54D25BR1TR1I402	CB5.4	7/10/17	1		ODU	e_15_1	103994	31	0.048387097	upper	22	7/13/17 0:00	1.5	0.332	0.4787	0.0264	7.1556	0.008	0.2483	0.0038	0.0003	0	1.26737	0.0009	8.565	8.385	13.285	28.4295	1.560445205	0.928743092	0.370723981	-0.370723981	391.4166667	13319.90564	28122.58272	128215.5827	4153.75	79665.83333	167667.4583	694635.4397	13647.91667	295987.5	769402.0833	2064693.75	14.13640963	214.1696284	469.2979182	939.0466101	52.61173248	595.1837311	1237.735451	2471.597198	3.398734177	98.09979651	455.2328192	588.2340051	0	7.41	11.23	19.9	18193.08333	388973.239	965192.1244	2887544.772	37.80013	-76.17466
SB071017TAWCSCB54D25BR2TR1I412	CB5.4	7/10/17	25		ODU	e_15_1	117180	31	0.870967742	lower	22	7/13/17 0:00	27	0.445	0.3903	0.0441	1.424	0.0045	0.1572	0.1428	0.0041	0.0038	0.35512	0.0294	2.111428571	7.524285714	23.91142857	24.65085714	1.560445205	0.928743092	0.370723981	-0.370723981	391.4166667	13319.90564	28122.58272	128215.5827	4153.75	79665.83333	167667.4583	694635.4397	13647.91667	295987.5	769402.0833	2064693.75	14.13640963	214.1696284	469.2979182	939.0466101	52.61173248	595.1837311	1237.735451	2471.597198	3.398734177	98.09979651	455.2328192	588.2340051	0	7.41	11.23	19.9	18193.08333	388973.239	965192.1244	2887544.772	37.80013	-76.17466
